property_id,property_name,location,property_type,number_of_bedrooms,bedroom_size,amenities,seasonality,base_price,estimated_monthly_bookings,bathrooms,bed_type,cancellation_policy,cleaning_fee,host_response_rate,number_of_reviews,review_scores_rating,beds,neighborhood
26119,Front Star,Shirleymouth,Villa,4,14.524053591609963,['Swimming Pool'],Winter,3080.375903555922,100,5,Double,Strict,46.7201537401026,77,330,1,8,Downtown
1390,Quickly Power,West Edwardbury,Villa,3,15.47274281003784,"['Garden view', 'Air Conditioning', 'Swimming Pool', 'Canal view', 'WiFi', 'Kitchen', 'Parking', 'TV']",Summer,996.0037305080325,72,5,Single,Flexible,29.95387037466795,89,44,5,6,Downtown
33523,Weight Down,New Matthewberg,Apartment,4,27.972124902565806,"['TV', 'Swimming Pool', 'Gym']",Autumn,3033.4070325441944,19,6,King,Strict,44.10073072563802,86,255,4,7,Mountain View
11681,Over Kid,North Tiffanyville,Cottage,2,24.004739740625546,"['Kitchen', 'Waterfront', 'TV', 'Parking']",Winter,4810.296107618379,32,2,King,Strict,34.55433330471347,64,393,2,5,Waterfront
88169,Interest Away,Garyberg,Cottage,5,12.971376440652843,"['TV', 'Parking', 'Kitchen']",Summer,4158.177452362404,100,7,Queen,Moderate,13.458311889926996,69,406,3,7,Downtown
2476,Such Nothing,Tateshire,Apartment,2,25.506468574850736,"['Canal view', 'WiFi', 'Air Conditioning', 'Gym']",Autumn,3243.9745631762366,29,3,Double,Moderate,37.864850834726326,69,415,2,5,Waterfront
49284,Themselves Beat,North Samantha,Villa,2,14.079004270856084,"['Parking', 'WiFi', 'Gym', 'Garden view', 'Canal view', 'Kitchen', 'Waterfront', 'Air Conditioning', 'Swimming Pool', 'TV']",Autumn,1588.3389081124944,39,3,King,Moderate,35.185169066601816,66,164,2,3,Waterfront
30980,Employee Task,Mariastad,Cottage,5,13.728201752905457,"['Parking', 'Kitchen', 'Air Conditioning']",Winter,1112.635104051584,52,7,Queen,Strict,44.19170439059778,81,106,4,7,Waterfront
30991,None Administration,Williamsstad,Villa,1,12.259992317311344,"['Kitchen', 'Canal view', 'Swimming Pool', 'Parking', 'Gym', 'WiFi', 'TV', 'Garden view', 'Air Conditioning', 'Waterfront']",Summer,2197.0267434539587,81,3,Double,Strict,18.4670482335104,75,272,5,2,Downtown
59447,Instead Officer,Greenside,Apartment,2,21.744311301293138,"['Kitchen', 'TV', 'Parking']",Summer,1606.504086232336,22,5,Queen,Flexible,12.500556195327981,50,440,2,5,Downtown
38050,Plan Our,Lake Zachary,Apartment,3,16.102243485865785,"['Waterfront', 'Gym', 'Parking']",Autumn,1321.2342555067464,23,7,Single,Flexible,14.131628003008089,83,396,1,5,Downtown
72971,Black What,East Carmen,Villa,4,10.060207552502238,"['Parking', 'Waterfront', 'Air Conditioning', 'Canal view', 'Gym', 'WiFi']",Autumn,383.97734293713944,34,4,Double,Strict,35.85236734481298,65,303,1,6,Waterfront
3885,Front Trial,Port Jeffrey,Villa,3,12.20765923592973,"['Air Conditioning', 'TV']",Winter,1510.2496858280151,51,7,King,Strict,17.70385941696704,69,178,5,6,Suburb
29470,Shoulder Enjoy,Michaelmouth,Apartment,3,12.337917348924535,"['Canal view', 'Swimming Pool', 'Air Conditioning', 'Waterfront', 'TV', 'Kitchen', 'WiFi', 'Gym']",Autumn,1722.071604923109,26,5,King,Flexible,31.714836683793884,63,106,4,4,Suburb
81734,Address Have,Bennettbury,Villa,1,24.330063107651227,"['Air Conditioning', 'Swimming Pool', 'TV']",Winter,1639.8381530820466,35,4,King,Moderate,49.40738172779588,62,92,3,5,Downtown
80102,Send Its,North Ryan,Apartment,3,18.61726933013484,"['Garden view', 'Air Conditioning', 'Canal view', 'Swimming Pool', 'Waterfront', 'Kitchen', 'WiFi', 'TV']",Summer,601.038566499276,49,3,Single,Moderate,20.266410388893576,73,187,5,7,Waterfront
11384,Clear School,New Chadland,Villa,2,22.99060389608396,"['Air Conditioning', 'Canal view', 'Waterfront', 'Gym', 'TV', 'Parking']",Autumn,4088.5335362275855,99,3,Double,Strict,24.444087325934905,60,51,2,6,Mountain View
76479,Image Building,Feliciabury,House,2,11.26141017301201,"['Gym', 'WiFi']",Winter,3597.8664008995697,36,6,Double,Moderate,46.40083679551025,57,334,1,4,Downtown
65097,Pm Keep,Stevenberg,Villa,4,28.680234273176232,['WiFi'],Summer,779.7276083767217,79,4,Single,Moderate,36.884253237940484,94,350,4,8,Mountain View
20537,Data Now,West Patricia,Cottage,3,10.218856761602137,"['Kitchen', 'TV', 'Gym', 'Air Conditioning', 'Waterfront']",Autumn,1176.7022189077036,82,6,King,Moderate,47.41193419257571,60,164,5,7,Suburb
78418,Face Red,South Reginaldport,Villa,3,14.936782316829238,"['Waterfront', 'TV', 'Kitchen', 'Gym']",Winter,3638.3876033416573,15,4,Single,Flexible,12.718863487248363,83,423,3,4,Downtown
89719,Collection Where,Michaelmouth,Villa,2,27.672637720363294,"['Air Conditioning', 'WiFi', 'Parking', 'Canal view', 'TV', 'Garden view', 'Swimming Pool', 'Waterfront']",Winter,4245.821152290905,50,4,King,Moderate,16.785606578934637,63,205,5,4,Mountain View
35400,Girl Toward,Jordanmouth,Villa,1,21.617967366697567,"['WiFi', 'Garden view', 'Swimming Pool', 'Kitchen', 'Gym', 'Waterfront', 'TV', 'Air Conditioning']",Autumn,3178.7507375797677,81,3,Single,Moderate,15.208122033214192,79,126,5,3,Mountain View
7929,Exactly Agreement,Lake Andrewmouth,Apartment,4,29.614860075953544,"['Canal view', 'Parking', 'Air Conditioning', 'TV', 'Waterfront']",Summer,899.8996290431398,21,4,Double,Strict,26.304335381830747,71,85,4,5,Downtown
86571,Item Church,North Stevenport,Apartment,5,26.71465606254276,"['Canal view', 'TV', 'Waterfront', 'Gym', 'Parking', 'Air Conditioning', 'Kitchen']",Winter,4813.7919046212255,40,9,Queen,Strict,15.162865765692377,58,112,3,8,Downtown
12103,Able Majority,Lindseyside,House,1,22.660643591768725,"['Garden view', 'Parking', 'TV', 'Waterfront', 'Air Conditioning', 'Canal view', 'WiFi']",Summer,3404.440838256406,96,5,King,Strict,36.573511511190134,82,175,1,5,Mountain View
33970,End Political,North Amy,House,3,15.175504957839278,"['Kitchen', 'Gym', 'WiFi', 'Waterfront', 'Air Conditioning']",Summer,656.3708295676449,13,4,Queen,Flexible,34.26100132870097,60,491,5,4,Suburb
18406,Unit Have,Melaniemouth,Cottage,3,11.86651088544714,"['Air Conditioning', 'Parking', 'Garden view', 'WiFi', 'TV', 'Gym', 'Kitchen', 'Canal view']",Summer,204.85014024182408,100,6,Double,Strict,33.67008846962262,68,155,2,5,Mountain View
12431,Product The,West James,House,3,14.673065319151647,"['Canal view', 'Air Conditioning', 'TV']",Summer,2132.2355207840465,67,3,King,Moderate,45.142974605103284,61,333,3,7,Waterfront
60964,Own Arm,Cohenmouth,Apartment,1,21.57420258700865,"['Gym', 'Canal view', 'WiFi', 'Garden view', 'Kitchen', 'Waterfront', 'TV', 'Swimming Pool', 'Air Conditioning']",Autumn,4488.35613204034,16,3,Double,Moderate,39.27758883383731,78,112,4,3,Downtown
79807,Everyone Follow,Lake Steven,Cottage,4,25.987962310379345,"['Air Conditioning', 'Garden view', 'Parking', 'Kitchen', 'WiFi', 'Swimming Pool', 'TV', 'Waterfront', 'Canal view', 'Gym']",Autumn,3946.9774302115043,93,8,King,Moderate,17.93877871229633,74,287,5,8,Waterfront
17940,Another Store,New Rachel,Cottage,5,16.797229766654524,"['Air Conditioning', 'Garden view', 'TV', 'Swimming Pool', 'Kitchen', 'WiFi']",Winter,3972.3827434217533,58,7,Single,Moderate,49.48857082637102,94,370,1,7,Mountain View
87125,One Build,New Karen,House,5,20.101664191296315,"['Parking', 'Air Conditioning', 'Kitchen', 'Canal view']",Winter,3219.1516432917447,63,6,Double,Flexible,24.59935766398274,71,193,3,8,Waterfront
93427,Assume Center,Michaelport,Cottage,1,10.560936145441065,"['Parking', 'Waterfront', 'Kitchen', 'Swimming Pool', 'WiFi', 'Canal view', 'Garden view', 'Gym', 'TV']",Winter,4453.343203984989,42,1,Queen,Moderate,13.329757763867075,89,339,3,5,Mountain View
39658,Media Case,Laurastad,Cottage,2,22.26647846064551,"['Canal view', 'Waterfront', 'Kitchen', 'WiFi', 'TV', 'Air Conditioning', 'Parking', 'Garden view', 'Swimming Pool', 'Gym']",Summer,1725.1283993933228,66,3,Single,Strict,33.99867909772939,90,499,4,4,Downtown
94622,Suffer Eye,Stevensonport,Villa,2,22.565083355765445,"['Swimming Pool', 'Gym']",Summer,4412.378336726167,51,3,Double,Strict,26.472874423321993,68,474,4,6,Mountain View
17012,Song Thing,Irwinchester,Cottage,3,26.538379804249303,"['Air Conditioning', 'Gym', 'WiFi', 'Kitchen']",Winter,227.51449916740057,72,3,King,Strict,27.59162795199444,88,339,5,7,Waterfront
77895,Short Watch,Rebeccafort,Villa,4,12.77208513901166,"['WiFi', 'Parking', 'Gym', 'Waterfront', 'Air Conditioning', 'TV', 'Garden view']",Winter,3718.8819824069337,20,6,Single,Strict,19.588303328822086,75,224,2,8,Downtown
62142,Way Down,Lake Aaron,Apartment,1,24.688638902773434,"['TV', 'Parking', 'Garden view', 'Gym', 'Waterfront', 'Swimming Pool', 'Air Conditioning', 'WiFi', 'Canal view', 'Kitchen']",Winter,4835.124837531558,97,5,Single,Moderate,24.534385763099,68,346,5,5,Mountain View
93702,Hope If,Martinezhaven,Cottage,2,10.454837741484049,"['Air Conditioning', 'WiFi', 'Parking']",Autumn,2168.329687168421,31,3,Double,Moderate,39.472381990454316,97,427,4,5,Mountain View
12376,Marriage Half,Heathmouth,House,2,25.71523599598632,"['Kitchen', 'Air Conditioning', 'Canal view', 'Swimming Pool', 'Waterfront', 'Parking', 'Gym', 'TV', 'Garden view']",Autumn,4389.406095981911,80,3,Single,Strict,42.09654258431412,94,196,4,5,Waterfront
50620,Court Either,Taylormouth,Cottage,4,17.5156596774111,"['Air Conditioning', 'Swimming Pool', 'Kitchen']",Winter,4325.846077486157,53,8,Double,Strict,37.92025797813672,77,212,5,6,Mountain View
20588,Crime Probably,Hallland,House,5,19.192163226052784,"['Air Conditioning', 'TV', 'Swimming Pool', 'WiFi', 'Waterfront', 'Kitchen']",Summer,3460.228304284973,68,5,Queen,Strict,46.33396584428673,99,66,5,7,Suburb
57680,Good Huge,South Masonshire,House,5,27.885114710336726,"['Air Conditioning', 'Waterfront', 'TV', 'Canal view', 'Swimming Pool', 'Gym', 'Kitchen']",Summer,254.60582278678223,83,9,Queen,Strict,27.658784459843492,79,58,3,9,Mountain View
76058,Candidate Whether,Seanchester,Villa,4,24.57047549624222,"['Canal view', 'Garden view', 'Kitchen', 'Waterfront', 'Parking', 'Gym']",Autumn,698.9834819144941,74,7,King,Moderate,19.396695250147356,86,12,4,8,Mountain View
47062,Town Indeed,East Michelle,Apartment,4,12.111328748734246,"['Kitchen', 'Parking', 'Garden view', 'Swimming Pool', 'Air Conditioning', 'Gym', 'WiFi', 'TV', 'Waterfront', 'Canal view']",Summer,1076.7640663364264,16,4,Single,Moderate,48.87596000987613,80,494,4,7,Mountain View
42469,Answer Pm,Ellenshire,House,3,12.716351183497252,"['Garden view', 'Gym', 'TV', 'WiFi', 'Swimming Pool', 'Air Conditioning', 'Canal view', 'Kitchen', 'Parking']",Autumn,531.6552041537145,40,3,King,Flexible,44.719356962800745,50,307,1,6,Downtown
47526,Effect Know,East Kristiestad,Villa,5,29.644562317987493,"['WiFi', 'Waterfront', 'Air Conditioning', 'Canal view', 'Kitchen', 'Gym', 'Parking', 'Garden view', 'Swimming Pool', 'TV']",Autumn,3778.569326864799,75,9,Queen,Moderate,29.8013316346779,82,357,5,8,Mountain View
84504,Energy Might,New Christina,Villa,5,22.422953323494745,"['Canal view', 'Swimming Pool', 'Gym', 'Parking', 'WiFi', 'Garden view', 'Kitchen']",Autumn,4620.026065653664,49,6,King,Moderate,17.383258449136186,64,413,5,6,Downtown
75540,May Soon,New Clintonland,Villa,2,27.990271313184294,['Waterfront'],Winter,2222.97162639736,64,2,King,Flexible,16.099227686851677,98,481,2,4,Mountain View
71148,Point Happen,Mitchelltown,Cottage,4,10.717433861512081,"['Waterfront', 'WiFi']",Summer,4759.587952799106,38,8,Single,Strict,43.57800722501895,83,253,4,5,Waterfront
10349,Join Interview,Lake Allenshire,House,2,29.36534736435799,"['Gym', 'Garden view', 'TV', 'WiFi', 'Air Conditioning', 'Swimming Pool', 'Canal view', 'Parking', 'Waterfront']",Summer,2652.0667005179084,59,5,Single,Moderate,32.29046621135795,80,198,5,6,Mountain View
33143,Seem Ever,Carrillofurt,Cottage,4,26.669957151839178,"['Swimming Pool', 'Air Conditioning', 'Gym', 'Kitchen']",Autumn,4219.712226063799,65,6,Double,Moderate,23.974737407757555,97,19,3,6,Waterfront
98856,Sense Difference,Rebeccaberg,Cottage,1,17.75377176488408,"['Parking', 'Air Conditioning', 'Gym', 'TV', 'WiFi']",Summer,599.4214353342693,88,5,Single,Strict,36.74641937970894,72,253,5,5,Waterfront
29415,Decide Story,Susanborough,House,4,16.448512275021603,"['Parking', 'Canal view']",Summer,2265.2619857051677,13,4,King,Flexible,46.15782536734328,68,457,5,7,Downtown
86734,Street Nature,Lake Jennifer,Apartment,4,23.662551623196205,"['Canal view', 'Swimming Pool', 'WiFi', 'Kitchen']",Autumn,2275.4123091313654,76,7,Single,Moderate,19.656577821417066,57,181,3,6,Suburb
73442,Cup Point,Hortonhaven,Apartment,3,14.300464798179998,['Waterfront'],Summer,3022.2918899907922,20,7,Queen,Strict,10.666573285364912,72,384,1,6,Downtown
90465,Two Figure,Marybury,House,4,27.010816675813327,"['Kitchen', 'WiFi', 'Parking', 'Swimming Pool', 'Waterfront', 'Garden view']",Winter,4339.7920908792275,52,8,King,Moderate,27.7351455041069,61,160,3,6,Suburb
70320,Generation Black,Kylehaven,Cottage,4,27.42183402830327,"['Kitchen', 'Swimming Pool']",Autumn,3039.1371016945805,44,4,Double,Moderate,34.087914345002716,80,32,2,5,Downtown
64877,Write Seven,Perezshire,Cottage,2,19.857328194243664,"['TV', 'Waterfront', 'Kitchen', 'Swimming Pool', 'Parking', 'Garden view', 'Air Conditioning', 'WiFi', 'Canal view', 'Gym']",Summer,4141.4624019262965,25,6,Double,Strict,49.07491667752125,56,236,2,4,Waterfront
90047,Eight Skin,Myershaven,Apartment,1,28.386398763034585,"['WiFi', 'Waterfront', 'Swimming Pool', 'Kitchen', 'Air Conditioning', 'TV', 'Canal view']",Summer,1298.4309377093807,80,1,Single,Flexible,38.24580600964866,66,109,4,3,Suburb
38104,Up Exactly,Port Ashley,Cottage,2,15.445399006869858,"['Air Conditioning', 'WiFi', 'Waterfront', 'Swimming Pool', 'Gym', 'TV', 'Parking', 'Garden view']",Summer,4509.89757110973,94,4,King,Flexible,45.954762158708235,54,176,5,6,Waterfront
60754,Meeting Attorney,Hollandtown,House,3,27.346733527165892,"['Kitchen', 'Swimming Pool', 'TV', 'WiFi', 'Canal view', 'Parking']",Winter,3532.5551426356637,56,7,King,Strict,40.98282384542247,68,361,4,6,Downtown
47680,Message Record,West Richardstad,Apartment,3,10.042573740310123,"['Kitchen', 'Garden view', 'WiFi', 'Swimming Pool', 'Gym', 'TV', 'Air Conditioning', 'Canal view', 'Parking']",Autumn,3988.662026958899,80,7,Queen,Flexible,31.465492689497275,53,354,3,6,Waterfront
30616,Use Me,South Keithhaven,Cottage,1,27.866710748221735,['Canal view'],Winter,525.7499862326324,53,1,Double,Flexible,21.575439329788825,92,48,5,4,Suburb
3745,Put Dog,East Samanthahaven,Villa,1,21.33863241136086,"['Air Conditioning', 'TV', 'Kitchen', 'Swimming Pool', 'Waterfront', 'Garden view', 'Parking', 'Canal view', 'WiFi']",Winter,4606.697298685069,81,4,King,Flexible,43.064177677587196,96,289,4,5,Mountain View
29377,This Attack,New Seth,House,3,18.2831129754373,"['Parking', 'Waterfront', 'Canal view', 'Kitchen', 'WiFi', 'Air Conditioning', 'Garden view']",Winter,3192.1739726864344,45,3,Single,Moderate,18.11926095565974,58,347,2,6,Mountain View
16963,Challenge Political,South Ashleychester,House,5,20.008960897073102,"['Air Conditioning', 'Kitchen', 'WiFi', 'Parking', 'TV']",Summer,1556.8835740580312,23,6,Double,Strict,47.81722391646181,58,443,3,8,Waterfront
43937,Institution Deal,West Samuel,House,4,29.346989333078064,"['Gym', 'Swimming Pool', 'Parking', 'Canal view']",Winter,3611.8556535038715,45,4,King,Strict,11.492463570752953,79,31,1,7,Suburb
84767,Recognize Number,West Dannymouth,Villa,2,29.89228171887467,"['Garden view', 'Canal view', 'Swimming Pool', 'Parking', 'Kitchen', 'Waterfront', 'Gym', 'Air Conditioning']",Autumn,604.9728236116867,14,6,Single,Moderate,15.269979565973784,84,276,5,4,Suburb
65755,Around North,South John,Cottage,1,19.09788306936788,"['Garden view', 'Air Conditioning', 'WiFi', 'Parking', 'TV', 'Gym', 'Swimming Pool', 'Kitchen', 'Waterfront']",Winter,4738.463219077931,38,1,Double,Moderate,11.472614304387282,71,419,5,4,Downtown
23790,Ago Road,Markton,Cottage,2,29.99309959939825,"['Parking', 'Garden view']",Summer,4794.061250710768,53,2,Single,Strict,44.37226012775916,76,381,2,6,Downtown
47020,Purpose Control,Nicholeshire,House,4,20.044421658434707,"['Swimming Pool', 'Waterfront', 'WiFi', 'Parking', 'Garden view', 'TV', 'Gym', 'Canal view', 'Kitchen', 'Air Conditioning']",Summer,4838.059644062219,55,8,Double,Strict,14.848467275352771,96,2,1,5,Suburb
69719,East Series,West Randy,House,2,12.516471142110293,['Parking'],Winter,754.4185668527412,21,6,Single,Moderate,16.730203422107785,100,34,4,3,Waterfront
64501,Sense Hand,North Amandahaven,Apartment,5,23.569525130778487,"['Garden view', 'Parking', 'Kitchen', 'Gym', 'Waterfront', 'Canal view', 'TV', 'Air Conditioning']",Autumn,766.806827206364,98,7,Single,Flexible,19.133925363147547,79,421,5,6,Downtown
89252,Maintain Notice,Lake Benjaminview,House,5,17.42429388163721,"['Waterfront', 'TV', 'Swimming Pool', 'Parking']",Autumn,4352.465843841234,75,9,Queen,Strict,31.790609730435584,63,166,3,6,Suburb
91584,People Claim,Andersonville,Cottage,2,22.80518407006125,"['TV', 'Gym', 'Parking', 'WiFi']",Summer,2344.6154390851566,91,5,King,Moderate,14.60942502582881,68,460,3,3,Downtown
73888,Baby Member,Jessicafurt,Apartment,3,27.262459699083642,"['Parking', 'TV']",Winter,2366.7527819133106,67,4,Single,Moderate,36.65414281191238,74,183,1,5,Waterfront
43045,Condition Newspaper,East Jill,Cottage,2,16.175613634581527,"['TV', 'Waterfront']",Winter,1155.6683320262714,11,4,Single,Moderate,36.12167999563735,59,345,5,5,Downtown
28944,Day Avoid,New Christianport,Villa,1,27.770985082193413,"['Kitchen', 'WiFi', 'Air Conditioning', 'Waterfront', 'Parking', 'Canal view', 'Gym', 'Swimming Pool', 'TV']",Winter,355.9015920438023,65,5,Single,Flexible,49.771784324070794,54,394,2,4,Mountain View
67772,Republican Certainly,Lake Raymondton,Apartment,4,15.057286467869346,['Air Conditioning'],Autumn,4451.440170678173,24,5,King,Flexible,15.568650107249585,100,14,2,8,Mountain View
64700,Congress Employee,Marieville,House,5,26.258512193028206,"['Canal view', 'Waterfront', 'Swimming Pool']",Summer,2847.5166451147106,68,7,Single,Flexible,45.08840554559376,60,83,1,8,Waterfront
9141,Between Important,Rebeccamouth,Apartment,2,17.138941938272087,['Kitchen'],Autumn,4073.2165215831733,62,5,Single,Strict,23.490253783575806,81,66,1,6,Waterfront
44430,Chance Morning,Port Richard,Villa,4,11.087451353286678,"['Parking', 'Gym', 'Garden view', 'Air Conditioning', 'Swimming Pool', 'TV']",Autumn,691.9739609204725,51,4,Double,Strict,38.71757203821714,98,382,2,7,Suburb
66896,Upon Main,East Darrellview,Cottage,3,19.82942644615868,"['Kitchen', 'Waterfront', 'Swimming Pool', 'Canal view', 'WiFi', 'Parking', 'Gym']",Winter,953.5981251866701,23,5,Single,Moderate,35.822875399181626,75,119,5,7,Waterfront
63804,Term Executive,Travisberg,Villa,3,16.583830910032944,['Garden view'],Summer,4876.876784223699,53,3,Queen,Flexible,15.025788703383057,82,207,2,5,Downtown
17810,Pressure Someone,North Eric,Apartment,1,22.379850618615727,"['Canal view', 'Garden view', 'Parking', 'WiFi', 'TV']",Summer,3702.2126024856975,54,4,Single,Strict,11.947013689274652,61,254,4,3,Mountain View
2921,Decide Raise,Millshaven,House,1,25.561499815534738,"['Canal view', 'Garden view', 'Parking', 'Waterfront', 'TV', 'Kitchen', 'Air Conditioning', 'Swimming Pool']",Winter,3754.3629088010966,16,2,King,Strict,29.339392950952398,74,13,2,2,Suburb
18145,Music Arrive,East Debbieside,Cottage,3,16.366761081202426,"['Parking', 'Air Conditioning', 'Garden view', 'Swimming Pool', 'Gym']",Summer,4930.155990526167,80,5,King,Flexible,35.565905332039414,95,217,1,6,Mountain View
84280,Support Hold,Bakerfort,Villa,5,14.21747607605264,"['Air Conditioning', 'Parking', 'Swimming Pool', 'Waterfront']",Summer,2891.1456662464893,26,8,Queen,Moderate,26.539438805336797,93,83,5,7,Downtown
61540,Win Interview,Brittanyport,House,2,10.153603301303866,"['Parking', 'TV', 'Kitchen', 'Garden view']",Summer,4639.144717347533,82,3,King,Moderate,12.730111320864586,75,51,5,3,Waterfront
